# code,name,lat,lon,apt,type,country code
TGL31, , 52.914, 13.6525, EDDT, Terminal, GM
TGL36, , 52.655, 13.4909, EDDT, Terminal, GM
TGL40, , 52.551, 13.1796, EDDT, Terminal, GM
TGL50, , 52.557, 13.2761, EDDT, Terminal, GM
TGL58, , 52.4944, 12.6138, EDDT, Terminal, GM
TGL59, , 52.5351, 13.0178, EDDT, Terminal, GM
TGL60, , 52.5405, 13.0717, EDDT, Terminal, GM
TGL70, , 52.5607, 13.3066, EDDT, Terminal, GM
TGL78, , 52.5462, 13.1507, EDDT, Terminal, GM
TGL79, , 52.5673, 13.3964, EDDT, Terminal, GM
TGL80, , 52.5578, 13.2665, EDDT, Terminal, GM
TGL95, , 52.5785, 13.6144, EDDT, Terminal, GM
TGM, , -9.2965, -76.0048, SPIM, High and Low Level, PE
TGM, , 46.4469, 24.3066, LRBB, High and Low Level, RO
TGO, , 43.56, 122.1983, ZYSH, High and Low Level, CH
TGO, , 48.6184, 9.2592, EDDU, High and Low Level, GM
TGO10, , 48.6659, 9.5107, EDDS, Terminal, GM
TGO11, , 48.5657, 8.984, EDDS, Terminal, GM
TGO24, , 48.4026, 8.7228, EDDS, Terminal, GM
TGO31, , 48.91, 8.86, EDDS, Terminal, GM
TGR, , -10.4767, 150.7517, AYPY, High and Low Level, PP
TGR, , 38.3501, 23.5177, LGGG, Terminal, GR
TGU, , 33.0569, 6.0886, DAAA, High and Low Level, AG
TGU, , 35.81, 128.5908, RKTT, High and Low Level, KS
TGU10, , 35.6639, 128.4916, RKTN, Terminal, KS
TGU13, , 35.6023, 128.6686, RKTN, Terminal, KS
TGU18, , 36.1051, 128.6615, RKTN, Terminal, KS
TGU81, , 36.0887, 128.4521, RKTN, Terminal, KS
TGZ, , 16.5706, -93.03, MMID, High and Low Level, MX
TH, , -1.5022, 37.0207, HKJK, Terminal, KE
TH, , 22.239, 114.2887, VHHH, Terminal, HK
TH, , 48.778, 2.3787, LFFF, Terminal, FR
TH, , 55.7945, -97.8542, CZWG, Low Level, CA
TH, , 55.9, 61.7333, USSS, High and Low Level, RS
TH01, , 54.1167, 123.5833, UHBI, High and Low Level, RS
THAKN, , 26.0165, 88.3965, VGFR, High and Low Level, BG
THAL, , 33.3662, 70.5327, OPKR, High and Low Level, PK
THAM, , 43.0079, -81.1127, CYXU, Terminal, CA
THAMD, , 17.2833, 49.9167, OYSC, High and Low Level, YM
THANI, , 15.2124, 104.6268, VTUU, Terminal, TH
THARA, , 27.9557, 82.9979, VNSM, High and Low Level, NP
THARS, , -9.6433, 158.3433, AGGG, High and Low Level, BP
THIBO, , 45.905, -73.5417, CZUL, High and Low Level, CA
THIRD, , 50.7483, -113.5717, CZEG, Low Level, CA
THIWA, , 6.6233, 101.5269, VTSC, Terminal, TH
THN, , 51.1834, 5.8334, EHAA, High and Low Level, NL
THN, , 65.7833, 87.9333, UOTT, High and Low Level, RS
THORI, , 64.34, -19.0, BIBI, RNAV, IC
THORL, , 42.9842, -79.7594, CZYZ, Low Level, CA
THR29, , 46.3333, 3.3353, LFMM, Low Level, FR
THRED, , 50.4986, -1.6639, EGTT, Low Level, UK
THS, , 17.2352, 99.822, VTBB, High and Low Level, TH
THS, , 40.5936, 22.9481, LGTS, Terminal, GR
THS02, , 40.6262, 22.9394, LGTS, Terminal, GR
THS22, , 40.7035, 22.8485, LGTS, Terminal, GR
THS29, , 40.7119, 22.8669, LGTS, Terminal, GR
THS39, , 40.5298, 22.9652, LGTS, Terminal, GR
THT, , 76.5424, -68.2392, BGGL, High and Low Level, GL
THT25, , 76.4681, -69.77, BGTL, Terminal, GL
THT27, , 76.5376, -69.8066, BGTL, Terminal, GL
THUNA, , 14.8293, 101.9178, VTUN, Terminal, TH
THUNE, , 43.2538, -1.5665, LECM, High and Low Level, SP
THUNR, , 14.8306, 101.9167, VTUN, Terminal, TH
THURO, , 45.5317, -74.9413, CZUL, Low Level, CA
THX, , 19.4556, 103.1808, VLXK, High and Low Level, LA
THYNE, , 49.6167, -120.76, CZVR, Low Level, CA
TI, , 0.9197, 104.5262, WIDN, High and Low Level, ID
TI, , 4.0876, 9.3559, FCCC, High and Low Level, CM
TI, , 4.9131, -1.7649, DGAC, High and Low Level, GH
TIAGO, , 4.7358, -72.3269, SKED, Low Level, CO
TIAGO, , 22.7036, -105.7438, MMMZ, Terminal, MX
TIAMA, , -15.5833, -149.8833, NTTT, High and Low Level, FP
TIAMA, , -1.0354, 104.5938, WIIZ, High and Low Level, ID
TIAMU, , 2.8667, -120.0, NTTT, High and Low Level, FP
TIARE, , -17.3912, -149.949, NTAA, Terminal, FP
TIBAG, , -18.4847, 55.555, FIMM, High and Low Level, MP
TIBAK, , -12.7349, 32.9903, FWLL, High and Low Level, MI
TIBBI, , 32.0339, 34.3858, LLLL, High and Low Level, IS
TIBDA, , 49.6333, 63.4833, UAKD, High and Low Level, KZ
TIBEL, , 17.6661, -76.1481, MKJK, Low Level, JM
TIBEN, , 20.0806, -81.5706, MUFH, High and Low Level, CU
TIBER, , 42.2489, 12.5989, LIRA, RNAV, IT
TIBIS, , -28.8049, 16.6275, FACT, RNAV, SF
TIBIT, , 11.772, 40.7328, HAAA, High Level, ET
TIBLA, , 43.0747, 16.0067, LDLD, RNAV, HR
TIBLO, , 40.3856, 43.8911, UDDD, High and Low Level, AM
TIBON, , 24.6339, 46.7234, OERY, Terminal, SA
TIBOT, , 13.5625, -60.5864, TTZP, Low Level, ST
TIBRA, , 64.2928, -20.9283, BIRD, High and Low Level, IC
TIBRI, , 42.4106, 18.5542, LYBA, Low Level, MJ
TIBRO, , 46.2183, 13.4728, LIMM, RNAV, IT
TIBUD, , 45.575, -81.4447, CZYZ, High Level, CA
TIBUM, , -30.5453, 29.5649, FAJS, RNAV, SF
TIBUN, , 59.25, 86.885, UNII, High and Low Level, RS
TIBUS, , 8.6125, -72.6961, SKEC, Low Level, CO
TIC, , 26.1609, 127.8008, RORG, RNAV, JA
TICAL, , -12.0, 151.3753, YBBB, High and Low Level, AS
TICOD, , 33.6064, 44.2222, ORTI, Terminal, IZ
TIDAL, , -18.1369, 44.9828, FMMM, High Level, MA
TIDAM, , 45.5403, -73.4995, CYUL, Terminal, CA
TIDEL, , 19.2067, 130.0, RPHI, High and Low Level, RP
TIDET, , 48.8119, -68.2139, CZUL, Terminal, CA
TIDOB, , -15.9617, 54.5244, FMMM, RNAV, MA
TIDOG, , -7.3384, 72.6119, FJDG, Terminal, IO
TIDOU, , 26.0178, 7.6839, DAAA, RNAV, AG
TIERE, , -7.6167, -135.0, NTTT, High and Low Level, FP
TIF, , 21.4865, 40.5472, OEJD, High and Low Level, SA
TIFOU, , 28.5, 4.4833, DAAA, High and Low Level, AG
TIGER, , 13.8643, 100.5796, VTBD, Terminal, TH
TIGER, , 28.4669, 72.2494, OPKR, High and Low Level, PK
TIGER, , 51.0667, 0.4386, EGKB, High and Low Level, UK
TIGIN, , 61.2933, -135.0, CZEG, High Level, CA
TIGIR, , 8.4528, -84.9142, MHTG, High and Low Level, CS
TIGLA, , 74.335, 131.9733, UEST, High and Low Level, RS
TIGLO, , 44.2928, 9.3867, LIMM, Terminal, IT
TIGLU, , 64.4725, 27.0075, EFPS, RNAV, FI
TIGNU, , 55.6036, 19.8383, EYVL, RNAV, LH
TIGRA, , 40.0567, 19.0, LIBB, High and Low Level, IT
TIGRE, , -34.7814, -56.7156, SUEO, High and Low Level, UY
TIGRE, , -17.2872, -61.798, SLLF, High and Low Level, BL
TIGRE, , -6.1562, -71.2433, SBAZ, High Level, BR
TIGRE, , 8.7664, -70.3004, SVZM, Low Level, VE
TIGRE, , 10.4933, -83.8017, MHTG, High and Low Level, CS
TIGRO, , 11.5639, -74.0633, SKEC, Low Level, CO
TIGTA, , 43.4583, 62.08, UTNN, High and Low Level, UZ
TIGUR, , -19.4725, 50.0636, FMMM, High and Low Level, MA
TIGUS, , -17.4508, 50.9694, FMMM, High Level, MA
TIJ, , 32.5404, -116.9527, MMZT, High and Low Level, MX
TIK, , 16.919, -89.8765, MHTG, High and Low Level, GT
TIKAL, , 8.0057, 124.6942, RPHI, High and Low Level, RP
TIKAL, , 8.0388, 101.7466, VTBB, RNAV, TH
TIKAL, , 17.4731, -62.8333, TTCF, High and Low Level, TD
TIKAN, , -14.6583, 46.2781, FMMM, High Level, MA
TIKAP, , -16.0211, 49.1703, FMMM, High Level, MA
TIKAR, , -8.0, 49.465, FSSS, High and Low Level, SE
TIKAT, , 12.4068, 35.6371, HAAA, High and Low Level, ET
TIKEL, , -13.6264, 50.5528, FMMM, High Level, MA
TIKID, , 57.7533, -110.0, CZEG, High Level, CA
TIKIT, , 20.7919, -103.7617, MMGL, Terminal, MX
TIKLA, , -28.5803, -61.4144, SACU, RNAV, AR
TIKME, , 36.8582, 127.1775, RKSG, Terminal, KS
TIKNI, , 50.4097, 9.8733, EDUU, RNAV, GM
TIKUN, , 62.9183, 107.0, UIKK, High and Low Level, RS
TIKUS, , 59.4333, 95.2717, UNKB, High and Low Level, RS
TIL, , 68.9963, 19.0964, ENDU, Terminal, NO
TIL69, , 69.0235, 19.3699, ENDU, Terminal, NO
TILAL, , 30.4129, 16.3504, HLLL, High and Low Level, LY
TILAN, , 31.0353, 130.2866, RJFY, Terminal, JA
TILAN, , 60.0, -65.0, CZQX, Terminal, CA
TILAV, , 54.4164, 15.0, EPWW, High and Low Level, PL
TILAX, , 53.145, -114.1355, CZVR, High and Low Level, CA
TILDA, , -38.2333, 161.8994, YBBB, RNAV, AS
TILDO, , 61.3417, 25.1258, EFES, RNAV, FI
TILGO, , 48.1208, 11.4667, EDDM, Terminal, GM
TILIK, , 13.0689, -84.7672, MHMH, High and Low Level, NU
TILLA, , 7.505, -72.7514, SKEC, Low Level, CO
TILMA, , 26.9956, 8.8361, DADA, High and Low Level, AG
TILMO, , 50.0742, 11.4086, EDMM, RNAV, GM
TILNI, , 54.5475, -1.855, EGTT, High and Low Level, UK
TILNO, , 38.765, 1.0056, LEIB, Terminal, SP
TILOT, , 15.515, -90.165, MHTG, High and Low Level, GT
TILSO, , 4.5189, -81.76, SKED, High and Low Level, CO
TILTU, , 63.3536, 22.0794, EFES, RNAV, FI
TILUK, , 0.9972, 35.5842, HKNA, High Level, KE
TILVA, , 63.6178, 10.2894, ENTR, RNAV, NO
TILVI, , 49.6083, 5.5842, EBBU, Low Level, BE
TILVU, , 51.5178, 5.1039, EHEH, Terminal, NL
TIM, , 6.4923, -58.2577, SYGC, High and Low Level, GY
TIMAR, , 53.5936, -6.8313, EIDW, Terminal, EI
TIMAS, , 24.9521, -96.0069, MMTY, High and Low Level, MX
TIMAX, , -15.39, 29.3, FLFI, High and Low Level, ZA
TIMAY, , 37.0762, 126.9063, RKSO, Terminal, KS
TIMBI, , 34.9281, 21.8381, LMMM, RNAV, MT
TIMDU, , -22.1906, 166.3678, NWWM, Terminal, NC
TIMEN, , 52.6322, 9.3589, EDDV, RNAV, GM
TIMET, , -19.1281, 116.3214, YBBB, High and Low Level, AS
TIMEX, , 44.6731, 25.9559, LRBB, Low Level, RO
TIMGA, , 41.3433, 59.6683, UTAT, High and Low Level, TX
TIMIS, , 43.2635, 7.6508, LFMN, Terminal, FR
TIMJO, , -44.4609, 169.7151, NZZC, High and Low Level, NZ
TIMKA, , 44.1422, 68.2531, UAOO, High and Low Level, KZ
TIMMI, , -21.9225, 130.6595, YBBB, High and Low Level, AS
TIMON, , 14.0526, 121.9396, RPHI, High and Low Level, RP
TIMOR, , -11.5297, -77.9217, SPIM, Terminal, PE
TIMOR, , 40.0112, 4.2518, LEMH, Terminal, SP
TIMOV, , 51.6167, 37.15, UUWV, High and Low Level, RS
TIMOX, , 17.865, -13.7936, GOOO, High Level, MR
TIMPO, , 52.5589, -1.1639, EGTT, High and Low Level, UK
TIMPU, , 46.2462, 21.5417, LRBB, RNAV, RO
TIMRA, , 53.5911, -6.8333, EINN, Low Level, EI
TIMRO, , 11.8011, -78.6998, MPZL, High and Low Level, PM
TIMTA, , 43.4308, 6.2675, LFMM, High and Low Level, FR
TIMTO, , 38.3878, -27.3214, LPPO, High and Low Level, PO
TIMUN, , 75.8733, 48.0, ULMM, High and Low Level, RS
TIMUS, , 42.3461, 18.5575, LDBA, RNAV, HR
TINAC, , 56.2508, 5.0, EKDK, RNAV, DA
TINAL, , 45.3197, 32.9351, UKFV, High and Low Level, UP
TINAM, , 46.36, 6.5306, LSAG, RNAV, SZ
TINAN, , 50.6667, -3.4483, EGEG, Low Level, UK
TINAP, , 34.1278, 10.3708, DTTC, Low Level, TS
TINDI, , 54.0372, 3.2581, EGTT, High and Low Level, UK
TINDO, , 7.3365, 121.9799, RPMZ, High and Low Level, RP
TINEG, , 55.1617, 117.5633, UIAM, High and Low Level, RS
TINEL, , 38.9168, 1.6365, LEIB, Terminal, SP
TINHO, , 24.3525, 122.0286, RCAA, High and Low Level, TW
TINIK, , 51.1403, 6.0994, EDVV, RNAV, GM
TINIL, , 47.5889, 5.0986, LFFF, RNAV, FR
TINIO, , 15.2987, 120.8176, RPHI, High and Low Level, RP
TINIS, , 6.96, -14.72, GOOO, High Level, SG
TINKA, , 59.2052, 16.2964, ESMM, RNAV, SW
TINKO, , 61.9256, 6.6358, ENTR, RNAV, NO
TINKY, , 24.9801, -78.3937, MYNN, High and Low Level, BF
TINOS, , 69.7917, 26.2278, EFPS, RNAV, FI
TINOT, , 42.6978, 5.315, LFMM, High and Low Level, FR
TINOX, , 47.8353, 9.1278, EDFF, RNAV, GM
TINSA, , 51.5153, 8.0742, EDVV, RNAV, GM
TINTA, , -32.9378, -60.1867, SAEF, Low Level, AR
TINTO, , 41.4781, 11.0678, LIRR, RNAV, IT
TIO, , 9.9836, -84.2361, MHTG, High and Low Level, CS
TIO, , 29.2261, 0.2581, DAUT, High and Low Level, AG
TIO01, , 9.9773, -84.2518, MROC, Terminal, CS
TIO23, , 9.8758, -84.3653, MROC, Terminal, CS
TIO68, , 10.0088, -84.1735, MROC, Terminal, CS
TIP, , -3.9717, 141.9833, AYWK, High and Low Level, PP
TIPAD, , 15.5967, -12.2358, GOOO, High Level, MR
TIPAM, , -19.5, 114.2492, YMMM, High and Low Level, AS
TIPAM, , 49.9097, 12.165, EDMM, RNAV, GM
TIPAN, , 54.5983, 4.3989, EGTT, RNAV, UK
TIPAR, , 47.2955, 27.4127, LRBB, Low Level, RO
TIPAS, , 35.9078, 26.7633, LGGG, RNAV, GR
TIPDO, , -0.7097, -78.9467, SEGU, High and Low Level, EC
TIPEL, , 67.2619, 16.33, ENBD, RNAV, NO
TIPEN, , 43.9256, 63.3458, UAOO, High and Low Level, KZ
TIPIC, , 48.2861, -70.7541, CYBG, Terminal, CA
TIPIL, , 53.1667, -1.7397, EGTT, High and Low Level, UK
TIPLI, , -2.9274, 28.7332, FZZA, High Level, CG
TIPOM, , 34.0033, 72.9711, OPLR, High and Low Level, PK
TIPTA, , 54.8036, -1.6114, EGTT, High Level, UK
TIPTI, , -0.7764, -75.5297, SEGU, Low Level, EC
TIPUR, , 34.7314, 72.8744, OPLR, High and Low Level, PK
TIPUR, , 52.5892, -8.1253, EINN, Low Level, EI
TIR, , 2.219, -55.9418, SBAZ, High and Low Level, BR
TIR, , 56.4932, -6.8756, EGPX, High and Low Level, UK
TIRAK, , 50.8833, 135.1667, UHBP, High and Low Level, RS
TIRAM, , -2.8517, 130.6662, WAAZ, High and Low Level, ID
TIRAS, , 52.3498, 33.3082, UKBV, High and Low Level, UP
TIRAV, , 46.5989, -1.3908, LFRR, High and Low Level, FR
TIRBA, , 43.5903, 77.4867, UAAA, High and Low Level, KZ
TIREE, , -36.745, 174.9004, NZZC, High and Low Level, NZ
TIREN, , 49.9247, 21.5058, EPWW, Low Level, PL
TIRET, , 47.7242, 1.7431, LFFF, Low Level, FR
TIRGU, , 46.4404, 24.1337, LRBB, RNAV, RO
TIRIN, , 56.0672, 20.7478, EYVL, RNAV, LH
TIRKA, , 57.2267, 111.5783, UIKK, High and Low Level, RS
TIRKU, , -17.6638, -65.6154, SLLF, High and Low Level, BL
TIRMA, , 38.9422, 35.765, LTAA, High and Low Level, TU
TIRMO, , 35.6339, 28.2661, LGGG, RNAV, GR
TIRNA, , 14.885, -88.24, MHTG, High and Low Level, HO
TIROK, , 47.4156, 65.8436, UAKD, High and Low Level, KZ
TIROL, , -21.4357, -44.2505, SBBS, High and Low Level, BR
TIROL, , 64.12, 46.91, ULAA, High and Low Level, RS
TIROM, , 42.2428, 53.2889, UATE, High and Low Level, KZ
TIROS, , 33.3, 34.3167, LCCC, High and Low Level, CY
TIRSO, , 47.8061, 6.6708, LFEE, High and Low Level, FR
TIRUL, , 47.1828, 11.8904, LOVV, RNAV, AU
TIS, , 45.8818, 3.5536, LFMM, High and Low Level, FR
TISAD, , 47.533, 22.5893, LRBB, Low Level, RO
TISAL, , 36.5, 17.7733, LIRR, RNAV, IT
TISBI, , 73.9317, 95.3767, UODD, High and Low Level, RS
TISEN, , 24.1847, -6.1544, GOOO, High Level, ML
TISIB, , 41.13, 70.3217, UTTR, High and Low Level, UZ
TISIT, , 44.0497, 68.6575, UAOO, High and Low Level, KZ
TISKA, , 56.1431, 11.9172, EKDK, RNAV, DA
TISKI, , 52.6083, 3.6236, EHAM, Terminal, NL
TISKO, , 46.6825, 15.9919, LOVV, High and Low Level, AU
TISKO, , 52.2889, 20.2794, EPWA, Terminal, PL
TISOM, , 43.7417, 36.4902, UKFF, High and Low Level, UP
TISOR, , 56.8778, 24.1169, EVRA, Terminal, LG
TISRA, , 46.6475, 56.6833, UATG, High and Low Level, KZ
TISRI, , 36.6525, 9.3814, DTTC, High and Low Level, TS
TISRU, , 67.0797, 27.0686, EFPS, RNAV, FI
TISTO, , -3.4114, 139.0762, WABZ, High and Low Level, ID
TISUN, , 38.1067, 55.4567, UTAK, High and Low Level, TX
TITA, , -13.8412, -38.6965, SBSV, Terminal, BR
TITAG, , 45.7664, 33.4984, UKFV, RNAV, UP
TITAK, , 52.1917, 19.4633, EPWW, High and Low Level, PL
TITAN, , -12.9208, -77.2183, SPIM, Terminal, PE
TITAN, , 24.6807, -104.0985, MMTY, High and Low Level, MX
TITAN, , 42.9578, -3.975, LECM, Low Level, SP
TITAP, , 40.4, 51.0558, UBBA, Low Level, AJ
TITEK, , 44.4933, 23.5739, LRBB, RNAV, RO
TITEL, , 54.5178, 13.0406, EDBB, RNAV, GM
TITEN, , 44.1767, 37.51, URRV, High and Low Level, RS
TITIG, , 48.0589, 12.5594, EDMM, RNAV, GM
TITIX, , 47.8583, 8.3967, EDFF, RNAV, GM
TITKO, , 63.0583, 51.075, UUYY, High and Low Level, RS
TITO, , -15.2707, -47.7192, SBBR, Terminal, BR
TITOR, , 13.0, -18.0, GOOO, High and Low Level, SG
TITUR, , 53.4017, 61.1567, UAUU, High and Low Level, KZ
TITUS, , 23.8283, 121.8517, RCAA, High and Low Level, TW
TITUS, , 36.3314, 21.3847, LGGG, High and Low Level, GR
TIVAL, , -1.8283, 14.9058, FCCC, High Level, CF
TIVAN, , 53.8817, 28.5083, UMMM, RNAV, BO
TIVAR, , 58.7, 38.0667, ULWW, High and Low Level, RS
TIVER, , 50.8092, -3.4239, EGTT, High Level, UK
TIVIL, , -19.4171, -70.5505, SCAR, Low Level, CI
TIVIN, , 63.7497, 28.3878, EFES, RNAV, FI
TIVLA, , 63.4517, 173.6083, UHMA, High and Low Level, RS
TIVOL, , 58.8947, 10.6519, ENOS, RNAV, NO
TIVOR, , 54.4267, 53.2517, UWUK, High and Low Level, RS
TIVTI, , 42.2216, 18.8822, LYTV, Terminal, MJ
TIXIR, , 45.1403, 7.2236, LIMM, RNAV, IT
TIXIT, , 43.3461, 6.8417, LFMM, RNAV, FR
TJA, , 40.5681, -3.3573, LETO, Terminal, SP
TJJ, , 4.4907, 9.5677, FCCC, High and Low Level, CM
TJL, , 10.4622, 14.2441, FTTT, High and Low Level, CM
TJM, , 5.6431, 10.7525, FCCC, High and Low Level, CM
TJMPT, , 33.1912, 132.3692, RJOI, Terminal, JA
TJN, , 7.3301, 13.5482, FCCC, High Level, CM
TJORN, , 65.6569, -17.2439, BIRD, High and Low Level, IC
TJR, , 9.3344, 13.3446, FTTT, High and Low Level, CM
TK, , 16.8995, 99.2522, VTBB, High and Low Level, TH
TK, , 60.4, 166.0, UHPT, High and Low Level, RS
TKAPT, , 34.7346, 131.6837, RJOI, Terminal, JA
TKE, , 27.8248, 128.8822, RJKA, Terminal, JA
TKG, , -5.2602, 105.1941, WICT, High and Low Level, ID
TKK, , 7.4572, 151.8405, KZAK, High and Low Level, FM
TKK03, , 7.4382, 151.7761, PTKK, Terminal, FM
TKK04, , 7.443, 151.7922, PTKK, Terminal, FM
TKK06, , 7.4288, 151.7439, PTKK, Terminal, FM
TKK24, , 7.4145, 151.6956, PTKK, Terminal, FM
TKL, , 15.2746, 100.2991, VTBD, Terminal, TH
TKL02, , 15.3079, 100.2955, VTPI, Terminal, TH
TKL10, , 15.0988, 100.1988, VTPI, Terminal, TH
TKL12, , 15.271, 100.0921, VTPI, Terminal, TH
TKL19, , 15.2415, 100.2937, VTPI, Terminal, TH
TKL20, , 15.0846, 100.2317, VTPI, Terminal, TH
TKL35, , 15.4553, 100.2082, VTPI, Terminal, TH
TKL45, , 15.4678, 100.242, VTPI, Terminal, TH
TKP, , -6.4354, 20.7997, FZZA, High and Low Level, CG
TKT, , 40.3058, 36.3669, LTAA, High and Low Level, TU
TKT, , 41.26, 69.29, UTTT, High and Low Level, UZ
TKT01, , 41.24, 69.1117, UTTT, Terminal, UZ
TKT02, , 41.1495, 68.7509, UTTT, Terminal, UZ
TKT08, , 41.2386, 69.1207, UTTT, Terminal, UZ
TKT11, , 41.1278, 69.1214, UTTT, Terminal, UZ
TKT18, , 41.1256, 69.1244, UTTT, Terminal, UZ
TKT19, , 41.2097, 68.8753, UTTT, Terminal, UZ
TKT23, , 41.1989, 68.7881, UTTT, Terminal, UZ
TKT24, , 41.2125, 69.4721, UTTT, Terminal, UZ
TKT25, , 41.275, 69.4567, UTTT, Terminal, UZ
TKT34, , 41.2514, 69.2157, UTTT, Terminal, UZ
TKT37, , 41.1681, 69.0619, UTTT, Terminal, UZ
TKT38, , 41.4393, 68.8397, UTTT, Terminal, UZ
TKT47, , 41.1958, 69.0295, UTTT, Terminal, UZ
TKT57, , 41.2406, 69.1083, UTTT, Terminal, UZ
TKT65, , 41.2597, 69.0445, UTTT, Terminal, UZ
TKT73, , 41.2757, 69.45, UTTT, Terminal, UZ
TKT76, , 41.2399, 69.1017, UTTT, Terminal, UZ
TKT77, , 41.2798, 69.4784, UTTT, Terminal, UZ
TKT86, , 41.2563, 69.5465, UTTT, Terminal, UZ
TKT98, , 41.2188, 69.5247, UTTT, Terminal, UZ
TL, , -19.245, 146.7583, YBBB, High and Low Level, AS
TL, , 15.2691, 100.2975, VTBB, High and Low Level, TH
TL, , 20.4704, 99.9306, VYTL, High and Low Level, BM
TL, , 43.2884, 0.0496, LFBT, Terminal, FR
TL001, , -19.261, 146.7634, YBTL, Terminal, AS
TL003, , -19.2053, 146.7906, YBTL, Terminal, AS
TL008, , -19.3711, 146.7118, YBTL, Terminal, AS
TL011, , -19.4235, 146.6876, YBTL, Terminal, AS
TL012, , -19.4459, 146.762, YBTL, Terminal, AS
TL012, , 43.3766, 0.094, LFBT, Terminal, FR
TL013, , -19.0734, 146.8993, YBTL, Terminal, AS
TL013, , 43.2094, 0.0092, LFBT, Terminal, FR
TL023, , -19.216, 146.7822, YBTL, Terminal, AS
TL029, , -19.0297, 146.8943, YBTL, Terminal, AS
TL040, , 43.226, 0.0174, LFBT, Terminal, FR
TL045, , -19.0705, 146.9483, YBTL, Terminal, AS
TL048, , -19.1543, 146.885, YBTL, Terminal, AS
TL053, , -19.1724, 146.818, YBTL, Terminal, AS
TL055, , -19.1673, 146.8943, YBTL, Terminal, AS
TL058, , 43.2797, 0.0449, LFBT, Terminal, FR
TL060, , -19.1658, 146.8234, YBTL, Terminal, AS
TL070, , -19.1526, 146.8343, YBTL, Terminal, AS
TL078, , 43.311, 0.0607, LFBT, Terminal, FR
TL080, , -19.1394, 146.8451, YBTL, Terminal, AS
TL090, , -19.1262, 146.8559, YBTL, Terminal, AS
TL172, , -19.4793, 146.7626, YBTL, Terminal, AS
TL185, , -19.4743, 146.707, YBTL, Terminal, AS
TL205, , -19.4437, 146.6274, YBTL, Terminal, AS
TLA, , -7.4933, 152.28, AYPY, High and Low Level, PP
TLA, , 55.4992, -3.3528, EGPX, High and Low Level, UK
TLA08, , 55.3775, -3.2625, EGPX, RNAV, UK
TLA09, , 55.3494, -3.3528, EGTT, Low Level, UK
TLA10, , 55.3459, -3.2386, EGPF, Terminal, UK
TLA11, , 55.6508, -3.5339, EGPH, Terminal, UK
TLA13, , 55.6983, -3.2031, EGPH, Terminal, UK
TLA15, , 55.7059, -3.6, EGPH, Terminal, UK
TLA18, , 55.3327, -3.3477, EGPF, Terminal, UK
TLA20, , 55.7747, -3.6831, EGPH, Terminal, UK
TLA21, , 55.7885, -3.6997, EGPH, Terminal, UK
TLA23, , 55.8215, -3.7397, EGPH, Terminal, UK
TLA24, , 55.1278, -3.0786, EGTT, Low Level, UK
TLA25, , 55.3481, -2.6709, EGTT, Low Level, UK
TLA31, , 55.7049, -3.4712, EGPH, Terminal, UK
TLA32, , 56.0219, -3.5342, EGPH, Terminal, UK
TLA38, , 56.1126, -3.6266, EGPH, Terminal, UK
TLA43, , 56.2, -3.1808, EGPX, Low Level, UK
TLA54, , 56.3789, -3.1358, EGPX, Low Level, UK
TLA57, , 55.4447, -3.6297, EGPH, Terminal, UK
TLC, , 19.3453, -99.5678, MMEX, High and Low Level, MX
TLC, , 44.9926, 28.7364, LRBB, RNAV, RO
TLC26, , 19.3215, -99.1014, MMMX, Terminal, MX
TLC40, , 19.446, -99.4498, MMMX, Terminal, MX
TLC85, , 19.332, -99.3038, MMMX, Terminal, MX
TLD, , 39.9695, -4.3375, LECM, High and Low Level, SP
TLD09, , 40.0467, -4.1699, LEGT, Terminal, SP
TLD13, , 40.0434, -4.0722, LEMD, Terminal, SP
TLD25, , 39.6191, -4.6313, LEGT, Terminal, SP
TLE, , 9.5735, -0.8471, DGAC, High and Low Level, GH
TLE, , 36.0212, 140.2055, RJTG, High and Low Level, JA
TLN, , 43.0327, 6.1528, LFFF, Terminal, FR
TLU, , 43.5485, 1.3682, LFBB, High Level, FR
TM, , -38.9215, 175.3137, NZZC, High and Low Level, NZ
TM, , 47.8181, 34.735, UKHV, High and Low Level, UP
TM, , 69.7189, 18.9426, ENTC, Terminal, NO
TMB, , -31.7503, -55.9239, SUEO, Low Level, UY
TMD, , 41.75, 64.6333, UTUT, High and Low Level, UZ
TME, , 6.4515, -71.7522, SKED, High and Low Level, CO
TME, , 34.2804, 135.0056, RJBB, Terminal, JA
TME10, , 34.4453, 135.0781, RJBB, Terminal, JA
TME13, , 34.4845, 135.0954, RJBB, Terminal, JA
TME18, , 34.5609, 135.1358, RJBB, Terminal, JA
TMK, , -4.517, 136.867, WAAZ, High and Low Level, ID
TMN, , 22.0385, -98.8079, MMEX, High and Low Level, MX
TMO, , 7.2561, -61.5162, SVJM, Low Level, VE
TMR, , 17.6683, 54.0257, OOTH, Terminal, MU
TMR, , 41.845, 113.15, ZBHH, High and Low Level, CH
